(2, 4, -1, 0, 0.045857669479100305, 134.882574833891)
(1, 6, -1, 180, 0.679081873508812, 46.74142509919972)
(1, 7, 1, 180, -0.4413030415218037, 207.0563711874323)
(0, 1, 1, 270, 0.6815351296953318, 25.496991976082995)
(0, 1, -1, 180, 0.7337228014493616, 42.1462343889423)
(0, 1, 1, 0, 0.7337228014493676, 42.14623438894124)
(3, 1, 1, 180, -0.3210862220922386, 220.7868955992779)
(0, 3, -1, 90, -0.8572106029140322, 311.37291698179655)
(0, 4, 1, 0, 0.5161055785018325, 81.5073046928329)
(2, 2, -1, 0, 0.8117399299661072, 28.70379481654121)
(3, 2, 1, 90, -0.5795984584150887, 205.62683861191653)
(6, 7, -1, 0, -18.461073388869874, 1586.5250285857458)
(0, 5, 1, 270, 3.9331473688459715, -428.7857915518948)
(5, 6, 1, 270, 1.7287301815572234, 12.618305902581195)
(2, 4, 1, 180, -0.8798586588240231, 316.57220379429805)
(3, 1, -1, 270, 0.5245165986740286, 60.22504495906866)
(2, 6, 1, 180, -0.382961723671088, 190.6926407913557)
(1, 6, 1, 0, 0.44575662077735917, 75.7498559047928)
(0, 7, 1, 0, 0.37998316106751806, 79.55013212373203)
(2, 7, -1, 0, -0.5049113432110804, 206.63680926645685)
(1, 6, 1, 270, 0.7390807677422375, 64.76099509422404)
(1, 6, -1, 270, 0.7390807677422411, 64.76099509422352)
(0, 1, -1, 270, 0.2657023905462296, 118.70051058751653)
(0, 2, 1, 0, 0.6068082719707155, 59.86938696242768)
(0, 2, -1, 270, 0.7209043681175162, 37.767961659271315)
(4, 2, 1, 180, -0.7261215796209484, 174.06662873830274)
(6, 1, -1, 90, 13.197749532735259, -1801.113549280857)
(0, 7, -1, 0, 5.84922755643419, -766.2048756861036)
(0, 3, 1, 90, 9.28636371069283, -1377.3148916702744)
(0, 0, 1, 0, -1.044941841857718, 337.73301876605797)
(5, 3, -1, 0, 0.8129177736512281, 27.22243311002774)
(3, 2, -1, 180, 0.5048848232085296, 59.160842987216796)
(0, 7, -1, 180, 0.3324625092060152, 83.25985149220787)
(1, 6, -1, 180, 0.5527539967082191, 56.28634508529268)
(2, 7, -1, 180, 0.4426268023936254, 75.80367427462595)
(4, 1, -1, 180, 1.3932555078831703, -73.59814272953845)
(0, 1, -1, 180, 0.6208329569066757, 54.69572962778938)
(0, 1, 1, 0, 0.6208329569066784, 54.69572962778893)
(1, 6, 1, 180, -0.4435620994254413, 225.9328655090162)
(6, 7, 1, 270, -0.36811839133751667, 190.6961844438447)
(0, 1, 1, 180, -0.2595461500281387, 206.45058845609705)
(3, 2, 1, 90, 0.5771692867073401, 65.96819061171111)
(7, 2, -1, 270, 0.5766121452442636, 60.397112826101754)
(1, 7, -1, 270, -4.39194470860571, 808.8635297675548)
(1, 5, 1, 180, -0.09796913375053615, 216.34499893740806)
(4, 6, -1, 270, 0.5770244412543831, 143.61579361516513)
(5, 3, 1, 0, 0.6503662895328709, 74.81561766777772)
(4, 2, -1, 180, 0.36524146746014435, 69.24215900389663)
(0, 2, 1, 0, 0.7268942218320521, 6.468158021971583)
(6, 6, -1, 270, 0.1520380421671977, 116.74288805497056)
(1, 7, -1, 0, -0.41284892734699014, 185.98309376304306)
(1, 7, -1, 0, -0.6902216165904882, 224.35571685400842)
(2, 1, -1, 0, -0.7591773062291788, 285.05545369239485)
(2, 1, 1, 180, -0.7591773062291904, 285.0554536923968)
(1, 3, 1, 0, 0.04167199113511543, 155.04824742018764)
(3, 2, -1, 90, -0.02609993522966239, 162.92596172472705)
(1, 1, -1, 270, 0.3955068174098716, 89.90232309003318)
(3, 6, 1, 90, 0.5553815374341143, 86.79844854752355)
(3, 7, 1, 180, -6.960175694521217, 884.273798276787)
(3, 7, 1, 90, -6.752391150521203, 891.6094502959731)
(3, 4, 1, 180, -0.7990776162863281, 261.10719565799525)
(4, 2, -1, 270, 0.650857676814726, 96.60870235483992)
(7, 7, -1, 0, 1.8895271794042892, -35.850483909670594)
(5, 6, -1, 180, -0.9302343681031069, 192.03133075177522)
(1, 5, 1, 0, -0.21244123149142874, 157.88737954624426)
(1, 7, -1, 180, 0.43382860683463287, 63.26546681625529)
(0, 7, -1, 180, 0.37009324399303517, 63.85360772742099)
(0, 7, -1, 0, -0.6728700984231167, 222.57517211018174)
(2, 1, -1, 0, -1.032359351079674, 324.82342807161046)
(2, 1, 1, 180, -1.032359351079688, 324.8234280716128)
(3, 4, 1, 0, 0.024758768790671196, 152.30683335379058)
(4, 6, 1, 270, -0.03774964959230723, 158.68894174496606)
(0, 1, -1, 270, 0.5246877698349219, 60.111739553665956)
(2, 4, 1, 90, -2.1400278708402385, 461.3814724933098)
(2, 4, 1, 270, -1.9820905126096033, 430.97047271966517)
(3, 6, 1, 0, 0.2425960318158056, 34.07381745512955)
(0, 7, 1, 180, -2.6931918391478478, 495.71081763127916)
(2, 7, -1, 180, 2.439076114558263, -229.6095282586618)
(1, 7, 1, 0, 3.009879228577841, -339.0570315386118)
(6, 1, -1, 270, 7.240253189435847, -981.1183553914319)
(3, 4, 1, 90, -0.5467673666071565, 167.35856353729002)
(3, 7, 1, 0, 0.28110426336201594, 87.8063712451326)
(4, 7, 1, 180, -0.4917979329067767, 162.32008910494926)
(0, 1, -1, 90, -1.0519022473661295, 293.7509806514311)
(3, 1, 1, 90, -0.4747073076536749, 226.9101795585816)
(3, 1, -1, 90, -0.47470730765368835, 226.91017955858376)
(1, 6, -1, 180, 0.44451816221595836, 87.79950033172962)
(3, 0, -1, 180, 0.3292811829435541, 98.55488792394614)
(1, 2, 1, 0, 0.65838463430653, 41.86282117949132)
(1, 2, 1, 180, -1.6003504095862966, 283.66331442101153)
(7, 2, -1, 180, -1.1569231770481043, 190.50188259239096)
(5, 7, 1, 90, -5.059953976273063, 486.53951635411113)
(7, 2, -1, 270, 0.1429173665544247, 49.03379824649951)
(2, 4, 1, 180, 0.3842960828752542, -1.9191157386544213)
(3, 1, -1, 180, 2.093399307080825, -259.0038884955185)
(5, 3, 1, 0, 0.1617303467809334, 51.6635484104999)
(7, 5, 1, 90, -1.2273622994268885, 189.7195063911778)
(4, 7, 1, 180, -0.4387702725937881, 156.35892361497852)
(3, 7, -1, 270, 0.7241097989867945, 21.111599893469744)
(0, 7, -1, 0, -0.5393819565617521, 180.69128894290938)
(0, 2, 1, 90, -0.7608179680604916, 280.63245071529565)
(0, 2, -1, 90, -0.7608179680605124, 280.63245071529917)
(2, 3, -1, 270, -0.01940826290554333, 150.61326471991654)
(5, 4, 1, 270, -0.11366437142962377, 153.80428202438847)
(4, 6, -1, 180, 1.8630973137669964, -57.093619154475036)
(2, 2, -1, 0, -0.4243110680226522, 85.08777444919214)
(7, 2, 1, 90, 0.9206817476923163, 48.96287399749931)
(6, 3, 1, 270, -0.8908340269218828, 210.5057862637168)
(7, 1, 1, 180, 6.701671968507086, -920.2705245918378)
(2, 6, -1, 90, 2.063326843091381, -216.45141077129412)
(5, 1, -1, 180, 4.45487388308361, -592.8482482176091)
(5, 3, 1, 0, 0.46521702057110664, -1.338861145099769)
(1, 6, -1, 270, -13.683032862531775, 2006.4504994290185)
(3, 7, -1, 270, 0.5962532382097979, 36.92813591297908)
(0, 1, 1, 180, -1.121002303911116, 294.61281945575917)
(1, 7, -1, 180, 0.43721033083089955, 25.661199342894097)
(2, 2, 1, 0, -0.03368275436112449, 153.77241112487476)
(2, 2, -1, 180, -0.03368275436112565, 153.7724111248749)
(7, 0, -1, 270, 0.9290867020552641, 13.424093167278622)
(1, 4, 1, 0, -0.016726453586116827, 149.2743438658759)
(3, 4, -1, 90, -1.0816804329798404, 225.3331045462323)
(2, 4, 1, 270, -1.8998160106531206, 405.90183656286774)
(1, 2, 1, 180, 1.3224338795295696, -25.422494892095198)
(3, 4, 1, 270, -1.224515485056721, 290.85420550707727)
(5, 4, 1, 0, 0.7288427475478004, 5.596837864018788)
(0, 6, -1, 90, 0.6187184364419638, -28.856780795109696)
(5, 2, -1, 90, -0.06683962802712545, 77.1904449449142)
(4, 2, 1, 180, -0.35755547633555584, 89.66406276952087)
(2, 2, -1, 180, 0.9634948268456074, -49.94904486107996)
(0, 7, 1, 90, 0.7714542672248107, -24.099386761980487)
(0, 4, 1, 0, 0.8810920876148909, -55.00803280285006)
(0, 6, -1, 90, 0.13335150886568575, 64.38101053239853)
(5, 4, -1, 0, 0.10991275260028968, 143.44989922545437)
(5, 4, 1, 180, 0.11440230594858214, 143.20181632832575)
(3, 5, -1, 270, 0.03657310629094435, 144.59489054392876)
(1, 1, 1, 0, 0.32308700082488817, 91.91660689807759)
(4, 2, 1, 0, 0.9197821427255762, 14.294115767898198)
(2, 4, 1, 90, 1.85596640492122, -232.40942489951402)
(0, 5, 1, 270, 0.5517118633213105, 108.43380902055713)
(3, 4, 1, 270, -1.1785244444136826, 276.65494207969124)
(2, 4, 1, 90, 0.1893141662994339, 16.266378291636084)
(0, 7, -1, 90, 0.7679641349780549, -59.43260227475233)
(3, 6, -1, 180, -0.24531077846514754, 97.41271664979169)
(7, 7, 1, 90, 2.0748369556547748, -98.70074753207012)
(1, 7, 1, 90, 1.431867980628238, -102.44170765798414)
(4, 7, -1, 270, 0.45441276045641765, 45.73792889659689)
(5, 4, 1, 0, -0.10587850407586956, 88.85061452600489)
(2, 4, 1, 270, -0.033377952003284424, 89.21983448021288)
(4, 4, 1, 270, 0.11532656648700038, 143.2603370521217)
(4, 4, -1, 270, 0.11459455007974315, 143.31478511531594)
(6, 2, -1, 90, -0.018645048761814914, 151.16671336458145)
(2, 1, 1, 90, 0.5704298843808423, 54.3913393866555)
(4, 2, -1, 0, 0.9309729407359109, 7.6117313191739076)
(3, 4, -1, 270, -0.6795483078308554, 203.34550384573112)
(6, 7, -1, 270, -3.597266051478381, 464.08189693851523)
(5, 3, 1, 0, 0.8738702013607909, 3.743876279319861)
(6, 0, 1, 270, 1.5668761088293548, -175.46617030541975)
(2, 7, 1, 0, -1.0869194250005447, 209.38274318512956)
(6, 5, -1, 90, 0.44328049631022537, 28.852747019697247)
(3, 2, -1, 90, 0.4318274226968586, 35.81768333902306)
(3, 7, -1, 90, -0.715707169072045, 175.82445782772066)
(0, 1, 1, 0, 0.6704680060137078, -36.06656733127116)
(6, 7, -1, 180, 0.5602089346873472, 35.929664627905105)
(4, 7, 1, 90, -0.24202738845049726, 105.05127521645777)
(3, 0, -1, 0, -0.6227795955706994, 246.20403096359294)
(3, 0, 1, 180, -0.6227795955707058, 246.2040309635939)
(3, 4, -1, 0, -0.03655041053561639, 151.82367663492113)
(0, 7, -1, 180, 0.30985281924821007, 98.37101859707703)
(4, 2, 1, 0, 0.7807344392773025, 20.31850857763673)
(3, 4, -1, 270, -0.5984884291701846, 200.5878262982926)
(1, 3, 1, 0, 0.3331635341384951, 115.53607023972076)
(7, 7, 1, 270, 1.6277214855896687, -71.41356562780769)
(3, 7, -1, 270, -2.5519111915373776, 371.48433407525266)
(7, 7, -1, 180, -1.2016911951837879, 173.01112812615705)
(2, 4, -1, 180, 0.9778893389670019, -103.02326501348101)
(2, 5, 1, 0, 0.36961074194262383, 42.26177715964397)
(2, 2, -1, 180, -0.34549424003710866, 131.9794358985335)
(0, 7, -1, 0, -0.43427398312389237, 145.87413481710044)
(7, 5, 1, 0, 0.0605021106276578, 69.91425874242128)
(0, 4, -1, 0, -0.5782663777000261, 170.36886414837485)
(7, 2, -1, 180, 0.022119861081392828, 143.1859520575107)
(7, 2, 1, 0, 0.022119861081392408, 143.1859520575108)
(0, 2, 1, 0, 0.3057841705566373, 92.63469556219628)
(1, 1, -1, 270, 0.38741811829783507, 77.92932676561152)
(4, 6, 1, 0, -1.4681672406516992, 219.92459159393485)
(0, 3, 1, 270, 19.794024822984934, -3191.410284705979)
(3, 2, 1, 180, -0.7598874956698494, 174.78169714230864)
(5, 2, -1, 180, 0.20795685094353322, 32.69253750145658)
(2, 2, -1, 0, 0.6548892793223599, -9.568648049986617)
(2, 4, 1, 270, -1.1935933408241466, 275.34322693960934)
(2, 2, -1, 180, -0.6262058197396647, 202.25142711057285)
(6, 5, 1, 270, -0.7599973549216547, 165.09275301079757)
(0, 5, 1, 270, -1.2730053219352349, 275.0745168095624)
(6, 3, 1, 180, -0.021283433115482073, 75.59918596927614)
(5, 1, 1, 0, -1.2905721683238642, 262.76690515215313)
(3, 5, -1, 90, 0.09450292346959191, 66.15533265295619)
(1, 0, 1, 0, -0.33197495776572655, 203.06988473703308)
(1, 0, 1, 0, -0.33197495776572394, 203.06988473703268)
(1, 3, 1, 180, 0.016934212825825037, 142.7477129712775)
(1, 7, -1, 270, 0.28727301180634496, 102.95502681801676)
(3, 4, 1, 90, 0.9830696627925305, -49.540363336222676)
(1, 0, -1, 270, -3.3963148144390445, 636.3358046578145)
(2, 4, -1, 0, 0.6379221176961752, -69.75264713470969)
(2, 5, -1, 270, -0.7436180864042322, 161.46947924475253)
(6, 2, -1, 90, -0.5061860293797675, 147.08185777758254)
(2, 4, -1, 180, -0.8371848799079458, 238.10663922946247)
(4, 2, -1, 270, 0.21951502046085472, 59.69894853459266)
(5, 0, -1, 270, -12.649502788027117, 1958.9757216191956)
(4, 0, -1, 90, 4.420539410159035, -575.7482226058513)
(5, 3, 1, 90, 0.2589132390103898, 56.45418411585116)
(4, 2, 1, 270, -0.2822052145960696, 115.63427213033691)
(3, 6, -1, 90, -0.5618586798196229, 143.61547107279267)
0
1
2
3
4
5
6
7
